CLUSTER,TOKEN,R,ROC_AUC
1,semantic_processing,0.16916325900580706,0.6382440561567968
1,language,0.1568473622857505,0.6382440561567968
1,word,0.15647134537992016,0.6382440561567968
1,memory,0.14603469150981555,0.6382440561567968
1,retrieval,0.14534964458209476,0.6382440561567968
1,semantic_memory,0.14437406826874524,0.6382440561567968
1,language_processing,0.14379594386050196,0.6382440561567968
1,semantic_knowledge,0.1394264471920308,0.6382440561567968
1,semantic_information,0.13849158829683803,0.6382440561567968
2,execution,0.1825094472385905,0.6167830425479663
2,working_memory,0.1537098362214615,0.6167830425479663
2,hand,0.15282764708252244,0.6167830425479663
2,manipulation,0.14355316072275615,0.6167830425479663
2,rehearsal,0.1348991005179544,0.6167830425479663
2,movement,0.13294153622283114,0.6167830425479663
2,action,0.12825103324744486,0.6167830425479663
2,reaction_time,0.12416295987865898,0.6167830425479663
2,attention,0.1197678014465242,0.6167830425479663
2,grasping,0.11923525626709205,0.6167830425479663
2,response_selection,0.11816384899365552,0.6167830425479663
2,representation,0.11796779267813792,0.6167830425479663
2,monitoring,0.1173505708258115,0.6167830425479663
3,reward,0.28725706393363715,0.6375253045813672
3,reward_processing,0.2312286627395347,0.6375253045813672
3,reward_anticipation,0.2259469434830643,0.6375253045813672
3,anticipation,0.1895959441502043,0.6375253045813672
3,monetary_incentive_delay_task,0.18823905446493494,0.6375253045813672
3,instrumental_conditioning,0.14984105654528926,0.6375253045813672
4,speech,0.2303986985522272,0.6368540023098739
4,hearing,0.2297916892212191,0.6368540023098739
4,listening,0.22107612317445227,0.6368540023098739
4,speech_perception,0.2079649620968899,0.6368540023098739
4,speech_processing,0.2037781835199598,0.6368540023098739
4,tone,0.17659152928569116,0.6368540023098739
4,music,0.1652732061961457,0.6368540023098739
4,passive_listening,0.15517440776386374,0.6368540023098739
4,melody,0.1542600185638874,0.6368540023098739
4,speech_production,0.14744469070965716,0.6368540023098739
4,syllable,0.14685498194062704,0.6368540023098739
4,auditory_perception,0.14662141780868507,0.6368540023098739
4,language,0.14504918812187328,0.6368540023098739
4,audition,0.13111943904712048,0.6368540023098739
4,prosody,0.13043456105853654,0.6368540023098739
4,language_processing,0.12968095119340706,0.6368540023098739
5,vision,0.1310310563791348,0.6147430101881536
5,recognition,0.12966718320543055,0.6147430101881536
5,retrieval,0.1273234662414804,0.6147430101881536
5,face_perception,0.12580111129436453,0.6147430101881536
5,familiarity,0.12430724124391924,0.6147430101881536
5,visual_attention,0.12065972587310975,0.6147430101881536
5,visual_perception,0.11787416383267445,0.6147430101881536
5,object_recognition,0.11761097312231795,0.6147430101881536
5,memory,0.11684588516577778,0.6147430101881536
5,remembering,0.11412916583083058,0.6147430101881536
6,fear,0.19229092154417485,0.6651474742973595
6,emotion,0.188637643380005,0.6651474742973595
6,memory,0.18536241155652036,0.6651474742973595
6,declarative_memory,0.16801850104981586,0.6651474742973595
6,facial_expression,0.16284332685365915,0.6651474742973595
6,valence,0.16082758023589014,0.6651474742973595
6,episodic_memory,0.1579831510652426,0.6651474742973595
6,emotional_memory,0.15528974230361378,0.6651474742973595
7,arousal,0.13116548078152582,0.5938928401335271
7,monitoring,0.1248714153502795,0.5938928401335271
7,anticipation,0.11604413104173125,0.5938928401335271
7,decision_making,0.11175472757204392,0.5938928401335271
7,reward,0.10925088561065256,0.5938928401335271
7,valence,0.10843514995887013,0.5938928401335271
7,salience,0.09797466738492744,0.5938928401335271
7,pain,0.09544300587215226,0.5938928401335271
7,cognitive_control,0.09517361901327012,0.5938928401335271
7,error_detection,0.09378197044518798,0.5938928401335271
7,autobiographical_memory,0.09232765216373658,0.5938928401335271
7,emotion,0.09170188665411494,0.5938928401335271
7,expectancy,0.08963150068320977,0.5938928401335271
7,cognitive_process,0.08867212938699863,0.5938928401335271
7,reaction_time,0.08860765462696411,0.5938928401335271
